"","x"
"1",0
"2",0
"3",17
"4",4.28571428571429
"5",5.92857142857143
"6",0
"7",1.28571428571429
"8",0.571428571428571
"9",7.14285714285714
"10",13.9285714285714
"11",6.64285714285714
"12",4.35714285714286
"13",0
