"","x"
"1",0
"2",0
"3",2.78947368421053
"4",0
"5",0.789473684210526
"6",0.473684210526316
"7",0
"8",0
"9",0
"10",7.21052631578947
"11",2.78947368421053
"12",3.68421052631579
"13",42.1578947368421
