"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",14.1111111111111
"8",0.222222222222222
"9",0
"10",47.4444444444444
"11",9.94444444444444
"12",53.5555555555556
"13",35.7777777777778
