"","x"
"1",7.2
"2",3.46666666666667
"3",7.6
"4",4.73333333333333
"5",3.53333333333333
"6",4.46666666666667
"7",2.66666666666667
"8",0
"9",0
"10",0
"11",13.4666666666667
"12",13.2666666666667
"13",9.2
