"","x"
"1",0
"2",0
"3",0
"4",9.65217391304348
"5",5.91304347826087
"6",3.52173913043478
"7",5.8695652173913
"8",2.1304347826087
"9",7.78260869565217
"10",8.56521739130435
"11",9.1304347826087
"12",0
"13",3.17391304347826
