"","x"
"1",0
"2",0
"3",0
"4",0
"5",0.593023255813954
"6",0
"7",1.01162790697674
"8",0.813953488372093
"9",2.3953488372093
"10",7.90697674418605
"11",6.04651162790698
"12",11.7325581395349
"13",15.7093023255814
