"","x"
"1",0
"2",0.2
"3",0
"4",0
"5",0
"6",0
"7",0.9
"8",0.333333333333333
"9",0.566666666666667
"10",2.6
"11",6.06666666666667
"12",14.9333333333333
"13",10.2
