"","x"
"1",0
"2",8.61904761904762
"3",2.52380952380952
"4",0
"5",0
"6",11.1428571428571
"7",0
"8",1.80952380952381
"9",3.80952380952381
"10",31.2857142857143
"11",38.3809523809524
"12",37.7142857142857
"13",5.61904761904762
