"","x"
"1",3.45132743362832
"2",0.34070796460177
"3",0
"4",0
"5",8.08407079646018
"6",2.13716814159292
"7",0
"8",0
"9",0.115044247787611
"10",7.56194690265487
"11",9.02212389380531
"12",20.7300884955752
"13",27.6150442477876
