"","x"
"1",4.66666666666667
"2",2.33333333333333
"3",0.333333333333333
"4",0
"5",0
"6",0
"7",0
"8",5.66666666666667
"9",17
"10",6.33333333333333
"11",18
"12",3.66666666666667
"13",13.3333333333333
