"","x"
"1",0
"2",0
"3",0.483478260869565
"4",14.184347826087
"5",5.68347826086957
"6",6.68869565217391
"7",4.8504347826087
"8",0.972173913043478
"9",13.6121739130435
"10",17.4260869565217
"11",6.15304347826087
"12",28.0226086956522
"13",2.48
