"","x"
"1",0
"2",4.85714285714286
"3",1.28571428571429
"4",0
"5",0
"6",0
"7",3
"8",3.57142857142857
"9",0.428571428571429
"10",16.8571428571429
"11",1.85714285714286
"12",0
"13",7
