"","x"
"1",6.53846153846154
"2",2.15384615384615
"3",24.1538461538462
"4",22.6923076923077
"5",0.461538461538462
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0.923076923076923
"12",4.53846153846154
"13",23.1538461538462
