"","x"
"1",5.44
"2",4.62666666666667
"3",0.52
"4",3
"5",1.4
"6",0
"7",0
"8",2.18666666666667
"9",6.09333333333333
"10",20.2
"11",15.8266666666667
"12",16.2133333333333
"13",15.12
