"","x"
"1",0.695652173913043
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0.260869565217391
"8",18.6521739130435
"9",29.3913043478261
"10",19.695652173913
"11",8.60869565217391
"12",15.2173913043478
"13",52.695652173913
