"","x"
"1",4.26153846153846
"2",1.32307692307692
"3",0.266666666666667
"4",0.994871794871795
"5",2.42051282051282
"6",0.856410256410256
"7",0.620512820512821
"8",2.2974358974359
"9",4
"10",0.0717948717948718
"11",1.36923076923077
"12",4.06153846153846
"13",2.14358974358974
