"","x"
"1",4.66666666666667
"2",11
"3",6.66666666666667
"4",9.66666666666667
"5",6.5
"6",10
"7",7.83333333333333
"8",2.83333333333333
"9",3.83333333333333
"10",8.66666666666667
"11",4.16666666666667
"12",0.333333333333333
"13",0.666666666666667
