"","x"
"1",0
"2",0.130681818181818
"3",0
"4",0
"5",0.755681818181818
"6",2.98863636363636
"7",1.60227272727273
"8",7.39772727272727
"9",4.92613636363636
"10",4.10227272727273
"11",7.46022727272727
"12",5.88068181818182
"13",4.67613636363636
