"","x"
"1",2.16666666666667
"2",1.83333333333333
"3",5
"4",6.66666666666667
"5",0
"6",0
"7",9.66666666666667
"8",8
"9",0
"10",6.83333333333333
"11",0
"12",0
"13",30.8333333333333
