"","x"
"1",1.95862068965517
"2",5.53103448275862
"3",0.0896551724137931
"4",0
"5",0.744827586206897
"6",12.6068965517241
"7",2.13103448275862
"8",0
"9",3.98620689655172
"10",6.84827586206897
"11",0.951724137931034
"12",5.23448275862069
"13",13.8758620689655
