"","x"
"1",0
"2",0
"3",2.10714285714286
"4",2.92857142857143
"5",0.464285714285714
"6",1.07142857142857
"7",2.64285714285714
"8",5.82142857142857
"9",2.89285714285714
"10",1.07142857142857
"11",3.28571428571429
"12",8.32142857142857
"13",27.3571428571429
