"","x"
"1",7.62376237623762
"2",5.96039603960396
"3",1.54455445544554
"4",4.27722772277228
"5",2.91089108910891
"6",2.61386138613861
"7",0.732673267326733
"8",3.96039603960396
"9",4.18811881188119
"10",6.36633663366337
"11",10.029702970297
"12",34.5049504950495
"13",21.3663366336634
