"","x"
"1",0
"2",1.52941176470588
"3",0.941176470588235
"4",4.94117647058824
"5",9.17647058823529
"6",4
"7",6.41176470588235
"8",4.47058823529412
"9",0.0588235294117647
"10",0
"11",0
"12",4.88235294117647
"13",7.52941176470588
