"","x"
"1",2.34090909090909
"2",3.88636363636364
"3",2.88636363636364
"4",0
"5",0
"6",3.84090909090909
"7",0.409090909090909
"8",0
"9",0.522727272727273
"10",16.75
"11",0.590909090909091
"12",1.63636363636364
"13",18.9318181818182
