"","x"
"1",0.176470588235294
"2",0
"3",0
"4",16.7647058823529
"5",4.82352941176471
"6",1.05882352941176
"7",0
"8",3.23529411764706
"9",3.52941176470588
"10",6.82352941176471
"11",9.41176470588235
"12",22.1176470588235
"13",16.9411764705882
