"","x"
"1",4.17307692307692
"2",0.230769230769231
"3",1.63461538461538
"4",1.73076923076923
"5",5.09615384615385
"6",6.69230769230769
"7",1.38461538461538
"8",2.48076923076923
"9",18.8846153846154
"10",16.3846153846154
"11",5.78846153846154
"12",9.28846153846154
"13",22.7115384615385
