"","x"
"1",2.0990099009901
"2",20.8910891089109
"3",17.6138613861386
"4",8.32673267326733
"5",2.04950495049505
"6",9.26732673267327
"7",6.74257425742574
"8",7.36633663366337
"9",6.45544554455446
"10",8.35643564356436
"11",17.9108910891089
"12",10.0990099009901
"13",8.35643564356436
